INSTNM,STABBR
Virginia College-Pensacola,FL
Mid-EastCTC-Adult Education,OH
Everest University-South Orlando,FL
Polaris Career Center,OH
P&A Scholars Beauty School,MI
Rensselaer BOCES-Practical Nursing Program,NY
ASM Beauty World Academy,FL
The Salter School-Tewksbury Campus,MA
Sanford-Brown College-Collinsville,IL
Sharps Academy of Hair Styling,MI
ICC Technical Institute,TX
College of Health Care Professions-Northwest,TX
School of Professional Horticulture at the New York Botanical Garden,NY
Fortis College-Houston,TX
Volunteer Beauty Academy-Madison,TN
Watkins College of Art Design & Film,TN
Chicago ORT Technical Institute,IL
Alhambra Beauty College,CA
American Auto Institute,CA
Asian American International Beauty College,CA
Avance Beauty College,CA
Colton-Redlands-Yucaipa Regional Occupational Program,CA
Copper Mountain Community College,CA
Diversified Vocational College,CA
Bristol University,CA
UEI College-Fresno,CA
Mt Sierra College,CA
Wyotech-Long Beach,CA
Santiago Canyon College,CA
Southern California Institute of Technology,CA
Soka University of America,CA
Summit College,CA
Advance Beauty College,CA
Career Colleges of America,CA
World Mission University,CA
Yo San University of Traditional Chinese Medicine,CA
Coast Career Institute,CA
Cannella School of Hair Design-Blue Island,IL
Delta College Inc,LA
Colorado Technical University-Sioux Falls,SD
Southwest University of Visual Arts-Albuquerque,NM
Tri-State Cosmetology Institute,TX
Widener University-Harrisburg Campus,PA
Volunteer Beauty Academy-System Office,TN
Volunteer Beauty Academy-Nashville,TN
Frontier Community College,IL
Lincoln Trail College,IL
Wabash Valley College,IL
American Institute of Interior Design,AZ
Brookline College-Tempe,AZ
Baker College of Auburn Hills,MI
Baker College of Clinton Township,MI
Inter American University of Puerto Rico-School of Optometry,PR
Schiller International University,FL
Vatterott College-Springfield,MO
Vatterott College-Joplin,MO
Vatterott College-Kansas City,MO
Coconino Community College,AZ
University System of Maryland-Research Centers,MD
Sanford-Brown College-Houston,TX
Sanford-Brown Institute-Jacksonville,FL
Sanford-Brown College-Dallas,TX
Baker College of Cadillac,MI
Emma's Beauty Academy-Juana Diaz,PR
Franklin Academy,TN
Columbia Centro Universitario-Yauco,PR
Pima Medical Institute-Denver,CO
Fortis College-Miami,FL
ASA College,NY
Ohio State School of Cosmetology-Westerville,OH
Nationwide Beauty Academy,OH
Yeshivas Novominsk,NY
Southern Careers Institute-Corpus Christi,TX
Kiamichi Technology Center-Stigler,OK
Rabbinical College of Ohr Shimon Yisroel,NY
Carroll Community College,MD
University of Phoenix-Southern Arizona Campus,AZ
University of Phoenix-Colorado Campus,CO
University of Phoenix-Albuquerque Campus,NM
University of Phoenix-Bay Area Campus,CA
University of Phoenix-Southern California Campus,CA
Galen College of Nursing-Tampa Bay,FL
Galen College of Nursing-San Antonio,TX
Southeastern Beauty School-Columbus North Lumpkin,GA
Southeastern Beauty School-Columbus Midtown,GA
Sarasota School of Massage Therapy,FL
Westwood College-Dupage,IL
Wright Career College,KS
Daymar College-Louisville,KY
Sanford-Brown College-Hazelwood,MO
Schuyler Steuben Chemung Tioga Allegany BOCES,NY
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,NY
DCI Career Institute,PA
Central Susquehanna Intermediate Unit LPN Career,PA
Myotherapy College of Utah,UT
Graham Webb International Academy of Hair,VA
City College-Gainesville,FL
Arizona State University-West,AZ
Connecticut Center for Massage Therapy-Westport,CT
ITT Technical Institute-Jacksonville,FL
G Skin & Beauty Institute,IL
Cosmetology Training Center,LA
Stage One-The Hair School,LA
Empire Beauty School-Malden,MA
Minnesota School of Business-Brooklyn Center,MN
ITT Technical Institute-Omaha,NE
Omaha School of Massage and Healthcare of Herzing University,NE
Xenon International Academy-Omaha,NE
Capri Institute of Hair Design-Brick,NJ
Capri Institute of Hair Design-Kenilworth,NJ
Capri Institute of Hair Design-Paramus,NJ
Orlo School of Hair Design and Cosmetology,NY
Delaware Area Career Center,OH
Eastland-Fairfield Career and Technical Schools,OH
Empire Beauty School-Cincinnati,OH
Mahoning County Career and Technical Center,OH
Ohio Hi Point Joint Vocational School District,OH
Pickaway Ross Joint Vocational School District,OH
Pioneer Career and Technology Center,OH
Raphael's School of Beauty Culture Inc-Boardman,OH
Scioto County Career Technical Center,OH
Trumbull Career & Technical Center,OH
Northwest Technology Center-Fairview,OK
Lake Erie College of Osteopathic Medicine,PA
University of Cosmetology Arts & Sciences-Harlingen,TX
Gene Juarez Academy of Beauty-Federal Way,WA
Empire Beauty School-Appleton,WI
Empire Beauty School-Green Bay,WI
Warren County Career Center,OH
Brown Mackie College-Fort Wayne,IN
Paul Mitchell the School-Wichita,KS
Pinnacle Institute of Cosmetology,NC
Career Training Academy-Monroeville,PA
Southern Careers Institute-Pharr,TX
Texas State Technical College-Marshall,TX
Florida National University-Main Campus,FL
Georgia Institute of Cosmetology,GA
Nouvelle Institute,FL
ITT Technical Institute-Fort Lauderdale,FL
Franklin Technology-MSSU,MO
Carson City Beauty Academy,NV
Professional Technical Institution Inc,PR
Erikson Institute,IL
South Texas College,TX
Tennessee Board of Regents,TN
Pike County Joint Vocational School District,OH
Lorain County Joint Vocational School District,OH
Roger Williams University School of Law,RI
Everest Institute-Kendall,FL
California State University-Monterey Bay,CA
Sanford-Brown College-St Peters,MO
Colorado Technical University-Kansas City,MO
Heald College-Salinas,CA
Academy of Somatic Healing Arts,GA
Heritage College-Oklahoma City,OK
Ann Arbor Institute of Massage Therapy,MI
Brown Mackie College-Atlanta,GA
Bryant & Stratton College-Henrietta,NY
The Art Institute of California-Argosy University Hollywood,CA
Sage College,CA
Anthem College-Denver,CO
Lincoln Technical Institute-Hartford,CT
Ohio Center for Broadcasting-Valley View,OH
EINE Inc,MA
Laurus Technical Institute,GA
Illinois School of Health Careers-Chicago Campus,IL
Marian Health Careers Center-Los Angeles Campus,CA
Cleveland Clinic Health System-School of Diagnostic Imaging,OH
National Institute of Massotherapy,OH
Academy for Nursing and Health Occupations,FL
Shawsheen Valley Regional Vocational Technical School,MA
Shear Ego International School of Hair Design,NY
Remington College-Memphis Campus,TN
Star Truck Driving School-Hickory Hills,IL
Fayette Institute of Technology,WV
Professional Beauty School,WA
Capella University,MN
College of Menominee Nation,WI
Leech Lake Tribal College,MN
Anthem College-Sacramento,CA
Southwest Acupuncture College-Albuquerque,NM
Crimson Technical College,CA
Stone Academy-Waterbury,CT
East San Gabriel Valley Regional Occupational Program,CA
Yukon Beauty College Inc,OK
ITT Technical Institute-Little Rock,AR
ITT Technical Institute-Oxnard,CA
ITT Technical Institute-Louisville,KY
ITT Technical Institute-Greenville,SC
ITT Technical Institute-Cordova,TN
Cairn University-Wisconsin Wilderness,WI
Toni & Guy Hairdressing Academy-Atlanta,GA
Mitchell's Hair Styling Academy-Raleigh,NC
Salon Academy,MI
Artistic Academy of Hair Design,NJ
Motoring Technical Training Institute,MA
Baker College of Jackson,MI
Phagans Newport Academy of Cosmetology Careers,OR
Mech-Tech College,PR
Baldwin Beauty School-North Austin,TX
ITT Technical Institute-Everett,WA
Jean Madeline Aveda Institute,PA
Cosmetology Schools Inc,OK
ITT Technical Institute-Bessemer,AL
ITT Technical Institute-Orland Park,IL
Pacific College of Oriental Medicine-New York,NY
Baker College Center for Graduate Studies,MI
Johnson & Wales University-North Miami,FL
ITT Technical Institute-Pittsburgh,PA
Tricoci University of Beauty Culture-Indianapolis,IN
Trine University-Regional/Non-Traditional Campuses,IN
Pennsylvania Highlands Community College,PA
Nevada Career Institute,NV
Phillips Theological Seminary,OK
Empire Beauty School-Hanover,PA
Industrial Management Training Institute,CT
Faris Technical Institute Inc,TX
Four-D College,CA
Allen School-Jamaica,NY
Premiere Career College,CA
Tennessee Academy of Cosmetology-Stage Road,TN
The University of Texas MD Anderson Cancer Center,TX
University of Phoenix-Las Vegas Campus,NV
Carousel Beauty College-Springfield,OH
Carousel Beauty College-Kettering,OH
Paul Mitchell the School-Huntsville,AL
Estes Institute of Cosmetology Arts and Science,CA
Baldwin Park Adult & Community Education,CA
Ventura Adult and Continuing Education,CA
Marinello Schools of Beauty-Sacramento,CA
Albert I Prince Technical High School,CT
Bullard-Havens Technical High School,CT
Howell Cheney Technical High School,CT
W F Kaynor Technical High School,CT
Platt Technical High School,CT
College of Business and Technology-Kendall,FL
City College-Altamonte Springs,FL
Augusta Area Dietetic Internship-University Hospital,GA
Empire Beauty School-Dunwoody,GA
Michael's School of Beauty,GA
Cobb Beauty College Inc,GA
Career Center of Southern Illinois,IL
Xenon International Academy-Wichita,KS
Camelot College,LA
Mr Bernard's School of Hair Fashion Inc,ME
Hastings Beauty School,MN
Kirksville Area Technical Center,MO
South Central Career Center,MO
Saline County Career Center,MO
Warrensburg Area Career Center,MO
Nevada Regional Technical Center,MO
Cass Career Center,MO
Applied Technology Services,MO
Central College of Cosmetology,MO
Southeast Missouri Hospital College of Nursing and Health Sciences,MO
Dallas County Technical Center,MO
Messenger College,TX
Tennessee Academy of Cosmetology-Shelby Drive,TN
Cheveux School of Hair Design,NC
Durham Beauty Academy,NC
Union County Vocational Technical School,NJ
Prism Career Institute-Philadelphia,PA
Clinton Essex Warren Washington BOCES-Practical Nursing Program,NY
Jefferson Lewis BOCES-Practical Nursing Program,NY
Rochester General Hospital School of Medical Technology,NY
Veeb Nassau County School of Practical Nursing,NY
Syracuse City Schools Practical Nursing Program,NY
Cattaraugus Allegany BOCES-Practical Nursing Program,NY
Orange Ulster BOCES-Practical Nursing Program,NY
Wayne Finger Lakes BOCES-Practical Nursing Program,NY
Broome Delaware Tioga BOCES-Practical Nursing Program,NY
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,NY
Albany BOCES-Adult Practical Nursing Program,NY
Ulster County BOCES-Practical Nursing Program,NY
Eastern Suffolk BOCES-Practical Nursing Program,NY
Rockland County BOCES-Practical Nursing Program,NY
New York College of Health Professions,NY
Career Institute of Health and Technology,NY
Charles Stuart School of Diamond Setting,NY
Penta County Joint Vocational School,OH
Career and Technology Education Centers of Licking County,OH
Willoughby-Eastlake School of Practical Nursing,OH
Washington County Career Center-Adult Technical Training,OH
Ohio Center for Broadcasting-Cincinnati,OH
Vantage Career Center,OH
Tri County Technology Center,OK
Indian Capital Technology Center-Muskogee,OK
Western Technology Center,OK
Mid-America Technology Center,OK
Northeast Technology Center-Pryor,OK
Eastern Oklahoma County Technology Center,OK
Wes Watkins Technology Center,OK
Technical Institute of Cosmetology Arts and Sciences,OK
York County School of Technology-Adult & Continuing Education,PA
Chester County Intermediate Unit,PA
Jefferson County Dubois Area Vocational Technical Practical Nursing Program,PA
Greater Johnstown Career and Technology Center,PA
Mifflin-Juniata Career and Technology Center,PA
Hanover Public School District Practical Nursing Program,PA
Lenape Technical School Practical Nursing Program,PA
Venango County Area Vocational Technical School,PA
Lancaster County Career and Technology Center,PA
Lebanon County Area Vocational Technical School,PA
Indiana County Technology Center,PA
Northern Tier Career Center,PA
Clarion County Career Center Practical Nursing Program,PA
Hazleton Area Career Center,PA
All-State Career School-Pittsburgh,PA
Carlos F Daniels Area Vocational School,PR
Serbias Technical College,PR
Colegio Tecnologico y Comercial de Puerto Rico,PR
Quality Technical and Beauty College,PR
D'Mart Institute,PR
Automeca Technical College-Aguadilla,PR
Fortis Institute-Cookeville,TN
North Central Institute,TN
Pipo Academy of Hair Design,TX
Tint School of Makeup and Cosmetology-Dallas,TX
United Technical Center,WV
Charles H McCann Technical School,MA
Ailano School of Cosmetology,MA
Carsten Institute of Cosmetology,AZ
Central California School,CA
Mercy Hospital School of Practical Nursing-Plantation General Hospital,FL
Marion County Community Technical and Adult Education Center,FL
Rivertown School of Beauty Barber Skin Care and Nails,GA
Atlanta Institute of Music,GA
Illinois Center for Broadcasting,IL
Marion Community Schools-Tucker Career & Technology Center,IN
St Louis Hair Academy,MO
New Dimensions School of Hair Design,MO
Adirondack Beauty School,NY
Forbes Road Career and Technology Center,PA
Jna Institute of Culinary Arts,PA
Cortiva Institute-Seattle,WA
Putnam Career and Technical Center,WV
Argosy University-Washington DC,VA
Crawford County Career and Technical Center Practical Nursing Program,PA
University of Phoenix-Sacramento Valley Campus,CA
DeVry University's Keller Graduate School of Management-Georgia,GA
Texas College of Cosmetology-San Angelo,TX
Beauty Schools of America-Hialeah,FL
Automeca Technical College-Bayamon,PR
Automeca Technical College-Caguas,PR
Automeca Technical College-Ponce,PR
Everest University-Melbourne,FL
Centura College-Chesapeake,VA
University of Phoenix-Hawaii Campus,HI
Florida College of Natural Health-Miami,FL
Prism Career Institute-Cherry Hill,NJ
Amerian National College,TX
Francois D College of Hair Skin and Nails,UT
Southwest College of Naturopathic Medicine & Health Sciences,AZ
Escuela de Peritos Electricistas de Isabela Inc,PR
Virginia College-Birmingham,AL
Virginia College-Huntsville,AL
Yeshiva D'monsey Rabbinical College,NY
Lincoln Technical Institute-Mahwah,NJ
Career Technical Institute,DC
Northwest Vista College,TX
ITT Technical Institute-Getzville,NY
Oconee Fall Line Technical College,GA
York County Community College,ME
Northeast Technology Center-Afton,OK
Western Suffolk BOCES,NY
Sanford-Brown College-Atlanta,GA
Sanford-Brown College-Middleburg Heights,OH
Arkansas State University-Mountain Home,AR
Columbia Gorge Community College,OR
Arizona State University-Polytechnic,AZ
Colleen O'Haras Beauty Academy,CA
Bakke Graduate University,WA
Tillamook Bay Community College,OR
Arizona Board of Regents,AZ
Argosy University-Schaumburg,IL
DeVry University's Keller Graduate School of Management-California,CA
Manhattan School of Computer Technology,NY
University of Phoenix-Louisiana Campus,LA
University of Phoenix-Detroit Campus,MI
